,juror,country,fight,role,score,participant,problem,round,fightName
1027,Aake Andersson,France – École polytechnique,3,Opp,7.0,Tristan Stampfler,12. Jet charged!,3,Selective Fight 3| Room CO122| Round 3
1028,Aake Andersson,Russia – MIPT,3,Mod,4.0,Kirill Voronin,12. Jet charged!,3,Selective Fight 3| Room CO122| Round 3
1029,Daniil Sytnikov,India,3,Rep,8.0,Hiranmay Das,12. Jet charged!,3,Selective Fight 3| Room CO122| Round 3
1030,Daniil Sytnikov,France – École polytechnique,3,Opp,8.0,Tristan Stampfler,12. Jet charged!,3,Selective Fight 3| Room CO122| Round 3
1031,Daniil Sytnikov,Russia – MIPT,3,Mod,5.0,Kirill Voronin,12. Jet charged!,3,Selective Fight 3| Room CO122| Round 3
1032,Dirk Van der Marel,India,3,Rep,7.0,Hiranmay Das,12. Jet charged!,3,Selective Fight 3| Room CO122| Round 3
1033,Dirk Van der Marel,France – École polytechnique,3,Opp,7.0,Tristan Stampfler,12. Jet charged!,3,Selective Fight 3| Room CO122| Round 3
1034,Dirk Van der Marel,Russia – MIPT,3,Mod,5.0,Kirill Voronin,12. Jet charged!,3,Selective Fight 3| Room CO122| Round 3
1035,Michele Guizzardi,India,3,Rep,6.0,Hiranmay Das,12. Jet charged!,3,Selective Fight 3| Room CO122| Round 3
1036,Michele Guizzardi,France – École polytechnique,3,Opp,8.0,Tristan Stampfler,12. Jet charged!,3,Selective Fight 3| Room CO122| Round 3
1037,Michele Guizzardi,Russia – MIPT,3,Mod,5.0,Kirill Voronin,12. Jet charged!,3,Selective Fight 3| Room CO122| Round 3
1038,Schneider Olivier,India,3,Rep,6.0,Hiranmay Das,12. Jet charged!,3,Selective Fight 3| Room CO122| Round 3
1039,Schneider Olivier,France – École polytechnique,3,Opp,8.0,Tristan Stampfler,12. Jet charged!,3,Selective Fight 3| Room CO122| Round 3
1040,Schneider Olivier,Russia – MIPT,3,Mod,6.0,Kirill Voronin,12. Jet charged!,3,Selective Fight 3| Room CO122| Round 3
1041,Simon Luca Villani,India,3,Rep,5.0,Hiranmay Das,12. Jet charged!,3,Selective Fight 3| Room CO122| Round 3
1042,Simon Luca Villani,France – École polytechnique,3,Opp,5.0,Tristan Stampfler,12. Jet charged!,3,Selective Fight 3| Room CO122| Round 3
1043,Simon Luca Villani,Russia – MIPT,3,Mod,2.0,Kirill Voronin,12. Jet charged!,3,Selective Fight 3| Room CO122| Round 3
1044,Suzanne Andersen,India,3,Rep,5.0,Hiranmay Das,12. Jet charged!,3,Selective Fight 3| Room CO122| Round 3
1045,Suzanne Andersen,France – École polytechnique,3,Opp,7.0,Tristan Stampfler,12. Jet charged!,3,Selective Fight 3| Room CO122| Round 3
1046,Suzanne Andersen,Russia – MIPT,3,Mod,3.0,Kirill Voronin,12. Jet charged!,3,Selective Fight 3| Room CO122| Round 3
1047,Tkalcec Vaju Iva,India,3,Rep,5.0,Hiranmay Das,12. Jet charged!,3,Selective Fight 3| Room CO122| Round 3
1048,Tkalcec Vaju Iva,France – École polytechnique,3,Opp,7.0,Tristan Stampfler,12. Jet charged!,3,Selective Fight 3| Room CO122| Round 3
1049,Tkalcec Vaju Iva,Russia – MIPT,3,Mod,4.0,Kirill Voronin,12. Jet charged!,3,Selective Fight 3| Room CO122| Round 3
1050,Daniele Mari,Russia – Voronezh State University + VSTU + MIPT,3,Rep,9.0,Sergei Glebov,13. String shooter,3,Selective Fight 3| Room CO016| Round 3
1051,Daniele Mari,Brazil,3,Opp,6.0,Lucas Coimbra,13. String shooter,3,Selective Fight 3| Room CO016| Round 3
1052,Daniele Mari,Germany,3,Mod,9.0,Aakash Bhat,13. String shooter,3,Selective Fight 3| Room CO016| Round 3
1053,Dmytro Oliinychenko,Russia – Voronezh State University + VSTU + MIPT,3,Rep,9.0,Sergei Glebov,13. String shooter,3,Selective Fight 3| Room CO016| Round 3
1054,Dmytro Oliinychenko,Brazil,3,Opp,6.0,Lucas Coimbra,13. String shooter,3,Selective Fight 3| Room CO016| Round 3
1055,Dmytro Oliinychenko,Germany,3,Mod,7.0,Aakash Bhat,13. String shooter,3,Selective Fight 3| Room CO016| Round 3
1056,Fabian  Cadiz,Russia – Voronezh State University + VSTU + MIPT,3,Rep,8.0,Sergei Glebov,13. String shooter,3,Selective Fight 3| Room CO016| Round 3
1057,Fabian  Cadiz,Brazil,3,Opp,6.0,Lucas Coimbra,13. String shooter,3,Selective Fight 3| Room CO016| Round 3
1058,Fabian  Cadiz,Germany,3,Mod,7.0,Aakash Bhat,13. String shooter,3,Selective Fight 3| Room CO016| Round 3
1059,Frederic de Montmolin,Russia – Voronezh State University + VSTU + MIPT,3,Rep,9.0,Sergei Glebov,13. String shooter,3,Selective Fight 3| Room CO016| Round 3
1060,Frederic de Montmolin,Brazil,3,Opp,6.0,Lucas Coimbra,13. String shooter,3,Selective Fight 3| Room CO016| Round 3
1061,Frederic de Montmolin,Germany,3,Mod,6.0,Aakash Bhat,13. String shooter,3,Selective Fight 3| Room CO016| Round 3
1062,Krzysztof Turzynski,Russia – Voronezh State University + VSTU + MIPT,3,Rep,10.0,Sergei Glebov,13. String shooter,3,Selective Fight 3| Room CO016| Round 3
1063,Krzysztof Turzynski,Brazil,3,Opp,4.0,Lucas Coimbra,13. String shooter,3,Selective Fight 3| Room CO016| Round 3
1064,Krzysztof Turzynski,Germany,3,Mod,8.0,Aakash Bhat,13. String shooter,3,Selective Fight 3| Room CO016| Round 3
1065,Oskari Pakari,Russia – Voronezh State University + VSTU + MIPT,3,Rep,8.0,Sergei Glebov,13. String shooter,3,Selective Fight 3| Room CO016| Round 3
1066,Oskari Pakari,Brazil,3,Opp,5.0,Lucas Coimbra,13. String shooter,3,Selective Fight 3| Room CO016| Round 3
1067,Oskari Pakari,Germany,3,Mod,8.0,Aakash Bhat,13. String shooter,3,Selective Fight 3| Room CO016| Round 3
1068,Anastasiia Chervinskaia,France – Université de Lyon,3,Rep,7.0,Hector Mussillon,17. Lab Shock Diamonds,3,Selective Fight 3| Room CO123| Round 3
1069,Anastasiia Chervinskaia,Denmark,3,Opp,7.0,Frederik Durhuus,17. Lab Shock Diamonds,3,Selective Fight 3| Room CO123| Round 3
1070,Anastasiia Chervinskaia,Ukraine - TSNUK,3,Mod,5.0,Oleksandr Korostyshevskyi,17. Lab Shock Diamonds,3,Selective Fight 3| Room CO123| Round 3
1071,Andrew Penton,France – Université de Lyon,3,Rep,7.0,Hector Mussillon,17. Lab Shock Diamonds,3,Selective Fight 3| Room CO123| Round 3
1072,Andrew Penton,Denmark,3,Opp,8.0,Frederik Durhuus,17. Lab Shock Diamonds,3,Selective Fight 3| Room CO123| Round 3
1073,Andrew Penton,Ukraine - TSNUK,3,Mod,5.0,Oleksandr Korostyshevskyi,17. Lab Shock Diamonds,3,Selective Fight 3| Room CO123| Round 3
1074,Marcin Swillo,France – Université de Lyon,3,Rep,8.0,Hector Mussillon,17. Lab Shock Diamonds,3,Selective Fight 3| Room CO123| Round 3
1075,Marcin Swillo,Denmark,3,Opp,8.0,Frederik Durhuus,17. Lab Shock Diamonds,3,Selective Fight 3| Room CO123| Round 3
1076,Marcin Swillo,Ukraine - TSNUK,3,Mod,7.0,Oleksandr Korostyshevskyi,17. Lab Shock Diamonds,3,Selective Fight 3| Room CO123| Round 3
1077,Marko Jerčić,France – Université de Lyon,3,Rep,7.0,Hector Mussillon,17. Lab Shock Diamonds,3,Selective Fight 3| Room CO123| Round 3
1078,Marko Jerčić,Denmark,3,Opp,8.0,Frederik Durhuus,17. Lab Shock Diamonds,3,Selective Fight 3| Room CO123| Round 3
1079,Marko Jerčić,Ukraine - TSNUK,3,Mod,9.0,Oleksandr Korostyshevskyi,17. Lab Shock Diamonds,3,Selective Fight 3| Room CO123| Round 3
1080,Natacha Brugger,France – Université de Lyon,3,Rep,8.0,Hector Mussillon,17. Lab Shock Diamonds,3,Selective Fight 3| Room CO123| Round 3
1081,Natacha Brugger,Denmark,3,Opp,9.0,Frederik Durhuus,17. Lab Shock Diamonds,3,Selective Fight 3| Room CO123| Round 3
1082,Natacha Brugger,Ukraine - TSNUK,3,Mod,6.0,Oleksandr Korostyshevskyi,17. Lab Shock Diamonds,3,Selective Fight 3| Room CO123| Round 3
1083,Nina Samylova,France – Université de Lyon,3,Rep,7.0,Hector Mussillon,17. Lab Shock Diamonds,3,Selective Fight 3| Room CO123| Round 3
1084,Nina Samylova,Denmark,3,Opp,8.0,Frederik Durhuus,17. Lab Shock Diamonds,3,Selective Fight 3| Room CO123| Round 3
1085,Nina Samylova,Ukraine - TSNUK,3,Mod,6.0,Oleksandr Korostyshevskyi,17. Lab Shock Diamonds,3,Selective Fight 3| Room CO123| Round 3
1086,Zakhar Maizelis,France – Université de Lyon,3,Rep,7.0,Hector Mussillon,17. Lab Shock Diamonds,3,Selective Fight 3| Room CO123| Round 3
1087,Zakhar Maizelis,Denmark,3,Opp,8.0,Frederik Durhuus,17. Lab Shock Diamonds,3,Selective Fight 3| Room CO123| Round 3
1088,Zakhar Maizelis,Ukraine - TSNUK,3,Mod,7.0,Oleksandr Korostyshevskyi,17. Lab Shock Diamonds,3,Selective Fight 3| Room CO123| Round 3
1089,Anastasiia Vasylchenkova,Ukraine - National University of Kharkiv,3,Rep,8.0,Oleh Ivashtenko,14. Solar cell characterizer,2,Selective Fight 3| Room CO017| Round 2
1090,Anastasiia Vasylchenkova,Poland,3,Opp,6.0,Paweł Szczypkowski,14. Solar cell characterizer,2,Selective Fight 3| Room CO017| Round 2
1091,Anastasiia Vasylchenkova,Switzerland,3,Mod,7.0,Nicholas Greensmith,14. Solar cell characterizer,2,Selective Fight 3| Room CO017| Round 2
1092,Jakob Pedersen,Ukraine - National University of Kharkiv,3,Rep,8.0,Oleh Ivashtenko,14. Solar cell characterizer,2,Selective Fight 3| Room CO017| Round 2
1093,Jakob Pedersen,Poland,3,Opp,5.0,Paweł Szczypkowski,14. Solar cell characterizer,2,Selective Fight 3| Room CO017| Round 2
1094,Jakob Pedersen,Switzerland,3,Mod,8.0,Nicholas Greensmith,14. Solar cell characterizer,2,Selective Fight 3| Room CO017| Round 2
1095,Nicolas Taberlet,Ukraine - National University of Kharkiv,3,Rep,8.0,Oleh Ivashtenko,14. Solar cell characterizer,2,Selective Fight 3| Room CO017| Round 2
1096,Nicolas Taberlet,Poland,3,Opp,5.0,Paweł Szczypkowski,14. Solar cell characterizer,2,Selective Fight 3| Room CO017| Round 2
1097,Nicolas Taberlet,Switzerland,3,Mod,7.0,Nicholas Greensmith,14. Solar cell characterizer,2,Selective Fight 3| Room CO017| Round 2
1098,Nicoletta Mauri,Ukraine - National University of Kharkiv,3,Rep,9.0,Oleh Ivashtenko,14. Solar cell characterizer,2,Selective Fight 3| Room CO017| Round 2
1099,Nicoletta Mauri,Poland,3,Opp,6.0,Paweł Szczypkowski,14. Solar cell characterizer,2,Selective Fight 3| Room CO017| Round 2
1100,Nicoletta Mauri,Switzerland,3,Mod,8.0,Nicholas Greensmith,14. Solar cell characterizer,2,Selective Fight 3| Room CO017| Round 2
1101,Nikolai Lysenko,Ukraine - National University of Kharkiv,3,Rep,8.0,Oleh Ivashtenko,14. Solar cell characterizer,2,Selective Fight 3| Room CO017| Round 2
1102,Nikolai Lysenko,Poland,3,Opp,7.0,Paweł Szczypkowski,14. Solar cell characterizer,2,Selective Fight 3| Room CO017| Round 2
1103,Nikolai Lysenko,Switzerland,3,Mod,9.0,Nicholas Greensmith,14. Solar cell characterizer,2,Selective Fight 3| Room CO017| Round 2
1104,Oleg Bezshyyko,Ukraine - National University of Kharkiv,3,Rep,6.0,Oleh Ivashtenko,14. Solar cell characterizer,2,Selective Fight 3| Room CO017| Round 2
1105,Oleg Bezshyyko,Poland,3,Opp,5.0,Paweł Szczypkowski,14. Solar cell characterizer,2,Selective Fight 3| Room CO017| Round 2
1106,Oleg Bezshyyko,Switzerland,3,Mod,7.0,Nicholas Greensmith,14. Solar cell characterizer,2,Selective Fight 3| Room CO017| Round 2
1107,Stefan Richter,Ukraine - National University of Kharkiv,3,Rep,10.0,Oleh Ivashtenko,14. Solar cell characterizer,2,Selective Fight 3| Room CO017| Round 2
1108,Stefan Richter,Poland,3,Opp,7.0,Paweł Szczypkowski,14. Solar cell characterizer,2,Selective Fight 3| Room CO017| Round 2
1109,Stefan Richter,Switzerland,3,Mod,6.0,Nicholas Greensmith,14. Solar cell characterizer,2,Selective Fight 3| Room CO017| Round 2
1110,Arsène Chemin,Australia,3,Rep,4.0,Ahmad Mohit,14. Solar cell characterizer,4,Selective Fight 3| Room CO124| Round 4
1111,Arsène Chemin,Sweden,3,Opp,9.0,Ann-Kathrin Raab,14. Solar cell characterizer,4,Selective Fight 3| Room CO124| Round 4
1112,Arsène Chemin,Italy,3,Mod,6.0,David Meinardi,14. Solar cell characterizer,4,Selective Fight 3| Room CO124| Round 4
1113,Aurore Rudolf,Australia,3,Rep,5.0,Ahmad Mohit,14. Solar cell characterizer,4,Selective Fight 3| Room CO124| Round 4
1114,Aurore Rudolf,Sweden,3,Opp,8.0,Ann-Kathrin Raab,14. Solar cell characterizer,4,Selective Fight 3| Room CO124| Round 4
1115,Aurore Rudolf,Italy,3,Mod,5.0,David Meinardi,14. Solar cell characterizer,4,Selective Fight 3| Room CO124| Round 4
1116,Mark Bochkov,Australia,3,Rep,2.0,Ahmad Mohit,14. Solar cell characterizer,4,Selective Fight 3| Room CO124| Round 4
1117,Mark Bochkov,Sweden,3,Opp,8.0,Ann-Kathrin Raab,14. Solar cell characterizer,4,Selective Fight 3| Room CO124| Round 4
1118,Mark Bochkov,Italy,3,Mod,4.0,David Meinardi,14. Solar cell characterizer,4,Selective Fight 3| Room CO124| Round 4
1119,Peter Vesborg,Australia,3,Rep,3.0,Ahmad Mohit,14. Solar cell characterizer,4,Selective Fight 3| Room CO124| Round 4
1120,Peter Vesborg,Sweden,3,Opp,7.0,Ann-Kathrin Raab,14. Solar cell characterizer,4,Selective Fight 3| Room CO124| Round 4
1121,Peter Vesborg,Italy,3,Mod,4.0,David Meinardi,14. Solar cell characterizer,4,Selective Fight 3| Room CO124| Round 4
1122,Piotr Podlaski,Australia,3,Rep,2.0,Ahmad Mohit,14. Solar cell characterizer,4,Selective Fight 3| Room CO124| Round 4
1123,Piotr Podlaski,Sweden,3,Opp,8.0,Ann-Kathrin Raab,14. Solar cell characterizer,4,Selective Fight 3| Room CO124| Round 4
1124,Piotr Podlaski,Italy,3,Mod,6.0,David Meinardi,14. Solar cell characterizer,4,Selective Fight 3| Room CO124| Round 4
1125,Richard Benoit,Australia,3,Rep,4.0,Ahmad Mohit,14. Solar cell characterizer,4,Selective Fight 3| Room CO124| Round 4
1126,Richard Benoit,Sweden,3,Opp,9.0,Ann-Kathrin Raab,14. Solar cell characterizer,4,Selective Fight 3| Room CO124| Round 4
1127,Richard Benoit,Italy,3,Mod,8.0,David Meinardi,14. Solar cell characterizer,4,Selective Fight 3| Room CO124| Round 4
1128,Anastasiia Vasylchenkova,Poland,3,Rep,5.0,Klaudia Nosal,15. Pouring a Sandcastle,3,Selective Fight 3| Room CO017| Round 3
1129,Anastasiia Vasylchenkova,Switzerland,3,Opp,9.0,Nicholas Greensmith,15. Pouring a Sandcastle,3,Selective Fight 3| Room CO017| Round 3
1130,Anastasiia Vasylchenkova,Ukraine - National University of Kharkiv,3,Mod,9.0,Oleh Ivashtenko,15. Pouring a Sandcastle,3,Selective Fight 3| Room CO017| Round 3
1131,Jakob Pedersen,Poland,3,Rep,3.0,Klaudia Nosal,15. Pouring a Sandcastle,3,Selective Fight 3| Room CO017| Round 3
1132,Jakob Pedersen,Switzerland,3,Opp,5.0,Nicholas Greensmith,15. Pouring a Sandcastle,3,Selective Fight 3| Room CO017| Round 3
1133,Jakob Pedersen,Ukraine - National University of Kharkiv,3,Mod,5.0,Oleh Ivashtenko,15. Pouring a Sandcastle,3,Selective Fight 3| Room CO017| Round 3
1134,Nicolas Taberlet,Poland,3,Rep,5.0,Klaudia Nosal,15. Pouring a Sandcastle,3,Selective Fight 3| Room CO017| Round 3
1135,Nicolas Taberlet,Switzerland,3,Opp,7.0,Nicholas Greensmith,15. Pouring a Sandcastle,3,Selective Fight 3| Room CO017| Round 3
1136,Nicolas Taberlet,Ukraine - National University of Kharkiv,3,Mod,7.0,Oleh Ivashtenko,15. Pouring a Sandcastle,3,Selective Fight 3| Room CO017| Round 3
1137,Nicoletta Mauri,Poland,3,Rep,4.0,Klaudia Nosal,15. Pouring a Sandcastle,3,Selective Fight 3| Room CO017| Round 3
1138,Nicoletta Mauri,Switzerland,3,Opp,7.0,Nicholas Greensmith,15. Pouring a Sandcastle,3,Selective Fight 3| Room CO017| Round 3
1139,Nicoletta Mauri,Ukraine - National University of Kharkiv,3,Mod,7.0,Oleh Ivashtenko,15. Pouring a Sandcastle,3,Selective Fight 3| Room CO017| Round 3
1140,Nikolai Lysenko,Poland,3,Rep,4.0,Klaudia Nosal,15. Pouring a Sandcastle,3,Selective Fight 3| Room CO017| Round 3
1141,Nikolai Lysenko,Switzerland,3,Opp,8.0,Nicholas Greensmith,15. Pouring a Sandcastle,3,Selective Fight 3| Room CO017| Round 3
1142,Nikolai Lysenko,Ukraine - National University of Kharkiv,3,Mod,7.0,Oleh Ivashtenko,15. Pouring a Sandcastle,3,Selective Fight 3| Room CO017| Round 3
1143,Oleg Bezshyyko,Poland,3,Rep,5.0,Klaudia Nosal,15. Pouring a Sandcastle,3,Selective Fight 3| Room CO017| Round 3
1144,Oleg Bezshyyko,Switzerland,3,Opp,6.0,Nicholas Greensmith,15. Pouring a Sandcastle,3,Selective Fight 3| Room CO017| Round 3
1145,Oleg Bezshyyko,Ukraine - National University of Kharkiv,3,Mod,7.0,Oleh Ivashtenko,15. Pouring a Sandcastle,3,Selective Fight 3| Room CO017| Round 3
1146,Stefan Richter,Poland,3,Rep,5.0,Klaudia Nosal,15. Pouring a Sandcastle,3,Selective Fight 3| Room CO017| Round 3
1147,Stefan Richter,Switzerland,3,Opp,8.0,Nicholas Greensmith,15. Pouring a Sandcastle,3,Selective Fight 3| Room CO017| Round 3
1148,Stefan Richter,Ukraine - National University of Kharkiv,3,Mod,8.0,Oleh Ivashtenko,15. Pouring a Sandcastle,3,Selective Fight 3| Room CO017| Round 3
1149,Anastasiia Chervinskaia,Greece,4,Rep,4.0,Christos Andrikopoulos andAnargyros Dogkas,10. Cup flyers,1,Selective Fight 4| Room CO016| Round 1
1150,Anastasiia Chervinskaia,France – Université de Lyon,4,Opp,7.0,Gauthier Legrand,10. Cup flyers,1,Selective Fight 4| Room CO016| Round 1
1151,Anastasiia Chervinskaia,Ukraine - National University of Kharkiv,4,Mod,7.0,Olha Zaitseva,10. Cup flyers,1,Selective Fight 4| Room CO016| Round 1
1152,Arnaud Raoux,Greece,4,Rep,5.0,Christos Andrikopoulos andAnargyros Dogkas,10. Cup flyers,1,Selective Fight 4| Room CO016| Round 1
1153,Arnaud Raoux,France – Université de Lyon,4,Opp,10.0,Gauthier Legrand,10. Cup flyers,1,Selective Fight 4| Room CO016| Round 1
1154,Arnaud Raoux,Ukraine - National University of Kharkiv,4,Mod,10.0,Olha Zaitseva,10. Cup flyers,1,Selective Fight 4| Room CO016| Round 1
1155,Benoit Richard Benoit,Greece,4,Rep,2.0,Christos Andrikopoulos andAnargyros Dogkas,10. Cup flyers,1,Selective Fight 4| Room CO016| Round 1
1156,Benoit Richard Benoit,France – Université de Lyon,4,Opp,9.0,Gauthier Legrand,10. Cup flyers,1,Selective Fight 4| Room CO016| Round 1
1157,Benoit Richard Benoit,Ukraine - National University of Kharkiv,4,Mod,8.0,Olha Zaitseva,10. Cup flyers,1,Selective Fight 4| Room CO016| Round 1
1158,Luis Núñez,Greece,4,Rep,4.0,Christos Andrikopoulos andAnargyros Dogkas,10. Cup flyers,1,Selective Fight 4| Room CO016| Round 1
1159,Luis Núñez,France – Université de Lyon,4,Opp,7.0,Gauthier Legrand,10. Cup flyers,1,Selective Fight 4| Room CO016| Round 1
1160,Luis Núñez,Ukraine - National University of Kharkiv,4,Mod,4.0,Olha Zaitseva,10. Cup flyers,1,Selective Fight 4| Room CO016| Round 1
1161,Natacha Brugger,Greece,4,Rep,4.0,Christos Andrikopoulos andAnargyros Dogkas,10. Cup flyers,1,Selective Fight 4| Room CO016| Round 1
1162,Natacha Brugger,France – Université de Lyon,4,Opp,8.0,Gauthier Legrand,10. Cup flyers,1,Selective Fight 4| Room CO016| Round 1
1163,Natacha Brugger,Ukraine - National University of Kharkiv,4,Mod,7.0,Olha Zaitseva,10. Cup flyers,1,Selective Fight 4| Room CO016| Round 1
1164,Oskari Pakari,Greece,4,Rep,4.0,Christos Andrikopoulos andAnargyros Dogkas,10. Cup flyers,1,Selective Fight 4| Room CO016| Round 1
1165,Oskari Pakari,France – Université de Lyon,4,Opp,6.0,Gauthier Legrand,10. Cup flyers,1,Selective Fight 4| Room CO016| Round 1
1166,Oskari Pakari,Ukraine - National University of Kharkiv,4,Mod,7.0,Olha Zaitseva,10. Cup flyers,1,Selective Fight 4| Room CO016| Round 1
1167,Peter Vesborg,Greece,4,Rep,2.0,Christos Andrikopoulos andAnargyros Dogkas,10. Cup flyers,1,Selective Fight 4| Room CO016| Round 1
1168,Peter Vesborg,France – Université de Lyon,4,Opp,7.0,Gauthier Legrand,10. Cup flyers,1,Selective Fight 4| Room CO016| Round 1
1169,Peter Vesborg,Ukraine - National University of Kharkiv,4,Mod,6.0,Olha Zaitseva,10. Cup flyers,1,Selective Fight 4| Room CO016| Round 1
1170,Anastasiia Chervinskaia,France – Université de Lyon,4,Rep,6.0,Francis Pagaud,5. Water dancing ball,2,Selective Fight 4| Room CO016| Round 2
1171,Anastasiia Chervinskaia,Ukraine - National University of Kharkiv,4,Opp,8.0,Hryhorii Ovcharenko,5. Water dancing ball,2,Selective Fight 4| Room CO016| Round 2
1172,Anastasiia Chervinskaia,Greece,4,Mod,5.0,Anargyros Dogkas,5. Water dancing ball,2,Selective Fight 4| Room CO016| Round 2
1173,Arnaud Raoux,France – Université de Lyon,4,Rep,8.0,Francis Pagaud,5. Water dancing ball,2,Selective Fight 4| Room CO016| Round 2
1174,Arnaud Raoux,Ukraine - National University of Kharkiv,4,Opp,9.0,Hryhorii Ovcharenko,5. Water dancing ball,2,Selective Fight 4| Room CO016| Round 2
1175,Arnaud Raoux,Greece,4,Mod,3.0,Anargyros Dogkas,5. Water dancing ball,2,Selective Fight 4| Room CO016| Round 2
1176,Benoit Richard Benoit,France – Université de Lyon,4,Rep,7.0,Francis Pagaud,5. Water dancing ball,2,Selective Fight 4| Room CO016| Round 2
1177,Benoit Richard Benoit,Ukraine - National University of Kharkiv,4,Opp,7.0,Hryhorii Ovcharenko,5. Water dancing ball,2,Selective Fight 4| Room CO016| Round 2
1178,Benoit Richard Benoit,Greece,4,Mod,5.0,Anargyros Dogkas,5. Water dancing ball,2,Selective Fight 4| Room CO016| Round 2
1179,Luis Núñez,France – Université de Lyon,4,Rep,10.0,Francis Pagaud,5. Water dancing ball,2,Selective Fight 4| Room CO016| Round 2
1180,Luis Núñez,Ukraine - National University of Kharkiv,4,Opp,8.0,Hryhorii Ovcharenko,5. Water dancing ball,2,Selective Fight 4| Room CO016| Round 2
1181,Luis Núñez,Greece,4,Mod,8.0,Anargyros Dogkas,5. Water dancing ball,2,Selective Fight 4| Room CO016| Round 2
1182,Natacha Brugger,France – Université de Lyon,4,Rep,10.0,Francis Pagaud,5. Water dancing ball,2,Selective Fight 4| Room CO016| Round 2
1183,Natacha Brugger,Ukraine - National University of Kharkiv,4,Opp,10.0,Hryhorii Ovcharenko,5. Water dancing ball,2,Selective Fight 4| Room CO016| Round 2
1184,Natacha Brugger,Greece,4,Mod,9.0,Anargyros Dogkas,5. Water dancing ball,2,Selective Fight 4| Room CO016| Round 2
1185,Oskari Pakari,France – Université de Lyon,4,Rep,8.0,Francis Pagaud,5. Water dancing ball,2,Selective Fight 4| Room CO016| Round 2
1186,Oskari Pakari,Ukraine - National University of Kharkiv,4,Opp,7.0,Hryhorii Ovcharenko,5. Water dancing ball,2,Selective Fight 4| Room CO016| Round 2
1187,Oskari Pakari,Greece,4,Mod,5.0,Anargyros Dogkas,5. Water dancing ball,2,Selective Fight 4| Room CO016| Round 2
